iter	Passed	Remaining
222	2775	3447
223	2788	3436
224	2807	3431
225	2821	3420
226	2832	3406
227	2842	3390
228	2865	3391
229	2880	3381
230	2893	3369
231	2907	3359
232	2923	3350
233	2940	3343
234	2957	3335
235	2972	3325
236	2988	3315
237	3001	3304
238	3017	3295
239	3038	3291
240	3056	3284
241	3067	3270
242	3083	3260
243	3096	3249
244	3105	3232
245	3113	3214
246	3122	3198
247	3130	3180
248	3138	3163
249	3146	3146
250	3152	3127
251	3159	3108
252	3165	3090
253	3174	3074
254	3183	3058
255	3206	3056
256	3222	3046
257	3237	3037
258	3258	3031
259	3271	3019
260	3287	3010
261	3305	3002
262	3316	2988
263	3330	2977
264	3344	2965
265	3363	2959
266	3375	2945
267	3386	2931
268	3404	2923
269	3412	2907
270	3421	2890
271	3430	2875
272	3453	2871
273	3464	2857
274	3476	2844
275	3484	2827
276	3505	2822
277	3514	2806
278	3529	2795
279	3546	2786
280	3563	2777
281	3578	2766
282	3595	2757
283	3613	2748
284	3629	2737
285	3650	2731
286	3666	2721
287	3681	2710
288	3701	2702
289	3712	2688
290	3723	2674
291	3740	2664
292	3759	2656
293	3766	2638
294	3778	2625
295	3801	2620
296	3818	2609
297	3837	2600
298	3868	2600
299	3894	2596
300	3914	2588
301	3929	2576
302	3953	2570
303	3971	2560
304	3987	2549
305	4002	2537
306	4011	2521
307	4023	2508
308	4040	2497
309	4059	2488
310	4067	2472
311	4082	2460
312	4099	2449
313	4117	2438
314	4130	2426
315	4148	2415
316	4169	2406
317	4186	2395
318	4211	2389
319	4244	2387
320	4266	2379
321	4284	2368
322	4297	2355
323	4307	2340
324	4316	2324
325	4332	2312
326	4345	2298
327	4361	2287
328	4377	2275
329	4387	2259
330	4395	2244
331	4401	2227
332	4410	2211
333	4417	2195
334	4426	2180
335	4446	2170
336	4463	2159
337	4477	2146
338	4503	2139
339	4533	2133
340	4555	2124
341	4573	2112
342	4584	2098
343	4595	2083
344	4606	2069
345	4621	2057
346	4635	2043
347	4653	2032
348	4669	2020
349	4687	2008
350	4712	2000
351	4737	1991
352	4763	1983
353	4795	1977
354	4805	1962
355	4828	1953
356	4845	1941
357	4861	1928
358	4876	1915
359	4891	1902
360	4898	1885
361	4912	1872
362	4929	1860
363	4941	1846
364	4960	1834
365	4981	1823
366	4993	1809
367	5009	1797
368	5025	1784
369	5032	1768
370	5038	1751
371	5051	1738
372	5064	1724
373	5082	1712
374	5094	1698
375	5108	1684
376	5133	1674
377	5142	1659
378	5153	1645
379	5173	1633
380	5196	1623
381	5204	1607
382	5213	1592
383	5226	1578
384	5235	1563
385	5241	1547
386	5249	1532
387	5262	1518
388	5272	1504
389	5278	1488
390	5285	1473
391	5297	1459
392	5310	1445
393	5329	1433
394	5336	1418
395	5341	1402
396	5347	1387
397	5360	1373
398	5367	1358
399	5373	1343
400	5380	1328
401	5392	1314
402	5401	1300
403	5407	1284
404	5413	1269
405	5426	1256
406	5434	1241
407	5442	1227
408	5449	1212
409	5464	1199
410	5473	1185
411	5479	1170
412	5485	1155
413	5501	1142
414	5514	1129
415	5569	1124
416	5594	1113
417	5615	1101
418	5636	1089
419	5642	1074
420	5649	1060
421	5660	1046
422	5671	1032
423	5676	1017
424	5682	1002
425	5688	988
426	5694	973
427	5700	959
428	5706	944
429	5712	929
430	5718	915
431	5724	901
432	5729	886
433	5735	872
434	5746	858
435	5763	846
436	5782	833
437	5795	820
438	5811	807
439	5822	794
440	5836	780
441	5847	767
442	5862	754
443	5871	740
444	5877	726
445	5882	712
446	5888	698
447	5895	684
448	5901	670
449	5909	656
450	5918	643
451	5927	629
452	5938	616
453	5947	602
454	5965	590
455	5977	576
456	5985	563
457	5992	549
458	5999	535
459	6005	522
460	6012	508
461	6018	495
462	6024	481
463	6030	467
464	6036	454
465	6044	441
466	6051	427
467	6057	414
468	6064	400
469	6070	387
470	6076	374
471	6090	361
472	6101	348
473	6112	335
474	6123	322
475	6135	309
476	6149	296
477	6156	283
478	6162	270
479	6168	257
480	6173	243
481	6179	230
482	6187	217
483	6201	204
484	6212	192
485	6219	179
486	6226	166
487	6236	153
488	6242	140
489	6250	127
490	6266	114
491	6275	102
492	6283	89
493	6290	76
494	6300	63
495	6312	50
496	6318	38
497	6325	25
498	6331	12
499	6337	0
