iter	Passed	Remaining
886	1714	218
887	1717	216
888	1719	214
889	1722	212
890	1725	211
891	1727	209
892	1729	207
893	1731	205
894	1734	203
895	1736	201
896	1739	199
897	1741	197
898	1743	195
899	1746	194
900	1748	192
901	1749	190
902	1751	188
903	1753	186
904	1755	184
905	1756	182
906	1759	180
907	1761	178
908	1763	176
909	1765	174
910	1767	172
911	1769	170
912	1771	168
913	1774	166
914	1775	164
915	1778	163
916	1780	161
917	1781	159
918	1783	157
919	1785	155
920	1787	153
921	1789	151
922	1790	149
923	1792	147
924	1794	145
925	1797	143
926	1799	141
927	1801	139
928	1804	137
929	1806	135
930	1807	133
931	1810	132
932	1812	130
933	1814	128
934	1816	126
935	1818	124
936	1820	122
937	1822	120
938	1824	118
939	1826	116
940	1828	114
941	1830	112
942	1832	110
943	1834	108
944	1837	106
945	1839	105
946	1842	103
947	1845	101
948	1847	99
949	1851	97
950	1853	95
951	1855	93
952	1858	91
953	1860	89
954	1862	87
955	1864	85
956	1866	83
957	1868	81
958	1870	79
959	1873	78
960	1875	76
961	1878	74
962	1881	72
963	1884	70
964	1888	68
965	1892	66
966	1896	64
967	1900	62
968	1902	60
969	1904	58
970	1906	56
971	1908	54
972	1910	53
973	1913	51
974	1915	49
975	1917	47
976	1919	45
977	1921	43
978	1924	41
979	1926	39
980	1928	37
981	1931	35
982	1935	33
983	1940	31
984	1943	29
985	1946	27
986	1948	25
987	1950	23
988	1952	21
989	1954	19
990	1956	17
991	1959	15
992	1961	13
993	1963	11
994	1965	9
995	1967	7
996	1971	5
997	1974	3
998	1976	1
999	1979	0
