iter	Logloss
261	0.4761594326
262	0.4759005567
263	0.4756633857
264	0.4753994672
265	0.4750030024
266	0.4748433795
267	0.4746274937
268	0.4743456735
269	0.4739361321
270	0.473746483
271	0.4735007709
272	0.4731001416
273	0.4727961156
274	0.472475665
275	0.4721758322
276	0.4718807864
277	0.4716483152
278	0.4713434379
279	0.4710326528
280	0.4706844366
281	0.4705895349
282	0.4704258007
283	0.4702735749
284	0.4698123211
285	0.4696131853
286	0.4693380938
287	0.4691827019
288	0.4689382772
289	0.4686917287
290	0.4683351666
291	0.4680637803
292	0.4679968204
293	0.4676079751
294	0.4674465756
295	0.4672265506
296	0.4666718127
297	0.4665216948
298	0.4660905506
299	0.465956871
300	0.4655560086
301	0.4654027048
302	0.4652023243
303	0.4649285716
304	0.4646044622
305	0.4643791769
306	0.4638407959
307	0.4636872027
308	0.4634498577
309	0.4633845836
310	0.4632408615
311	0.463163463
312	0.4630896951
313	0.4627393678
314	0.4625593797
315	0.4623454064
316	0.4621849698
317	0.4619560874
318	0.461714567
319	0.4616421343
320	0.4613452616
321	0.4610972118
322	0.4609294333
323	0.4605254856
324	0.4600866219
325	0.4600839697
326	0.459690273
327	0.4593495011
328	0.4590942357
329	0.4588735573
330	0.4587549398
331	0.4586533543
332	0.4584245329
333	0.4582199683
334	0.4579945035
335	0.4577165733
336	0.4575984725
337	0.4574274802
338	0.4571806838
339	0.45703433
340	0.4568665385
341	0.4568226747
342	0.4567924416
343	0.4566350629
344	0.4564493254
345	0.4561961995
346	0.4560586295
347	0.4557783368
348	0.4556156695
349	0.4555570791
350	0.4553264916
351	0.455161805
352	0.4550539788
353	0.4549279353
354	0.454779359
355	0.4547050457
356	0.4542564322
357	0.4539925672
358	0.4536495616
359	0.4534744538
360	0.4531342165
361	0.4530647498
362	0.4529296472
363	0.4527837692
364	0.4526791403
365	0.4524243556
366	0.4523370184
367	0.4521858862
368	0.4520704835
369	0.45183961
370	0.4516137479
371	0.4513364596
372	0.451158991
373	0.4509080251
374	0.4508466673
375	0.4506459126
376	0.4505499069
377	0.4505082276
378	0.4502385423
379	0.4500001994
380	0.4498385661
381	0.449466532
382	0.449208468
383	0.4490225031
384	0.448685416
385	0.448572306
386	0.4483858514
387	0.4483186122
388	0.4481591268
389	0.4479919652
390	0.4478834038
391	0.4476473767
392	0.4474593604
393	0.447203985
394	0.4469211297
395	0.446660188
396	0.4465108038
397	0.4463619461
398	0.4460934245
399	0.4459528781
400	0.4457840424
401	0.4456079715
402	0.445446588
403	0.4453222711
404	0.4451488783
405	0.4450556147
406	0.4448978067
407	0.4447674629
408	0.4446086061
409	0.4443710863
410	0.4442346439
411	0.4440977278
412	0.4437347769
413	0.4435088757
414	0.4434548466
415	0.4430252984
416	0.4428646745
417	0.4424540778
418	0.4421655154
419	0.4421030667
420	0.4419572115
421	0.441746272
422	0.4415566394
423	0.4413881741
424	0.4410626436
425	0.4408020123
426	0.4406302844
427	0.4403258584
428	0.4402455115
429	0.4401662321
430	0.4400889763
431	0.4399690723
432	0.4398372026
433	0.4396280129
434	0.4395325358
435	0.4393895019
436	0.4390533942
437	0.4389205198
438	0.4388382927
439	0.438682237
440	0.4384814799
441	0.438321664
442	0.4381242369
443	0.4380806195
444	0.4379201506
445	0.4377291048
446	0.4375855023
447	0.4373599353
448	0.4371939215
449	0.4369842765
450	0.4368859848
451	0.4365809683
452	0.4364942707
453	0.436322165
454	0.4361437248
455	0.4359993066
456	0.43577297
457	0.4356190922
458	0.4354359921
459	0.4350976345
460	0.434985928
461	0.43473484
462	0.4346932867
463	0.4346480612
464	0.4345831274
465	0.4343295877
466	0.4341427901
467	0.4340088238
468	0.4338437469
469	0.433659417
470	0.433293659
471	0.4331328232
472	0.4329813696
473	0.4326823707
474	0.4324016442
475	0.432382762
476	0.4321817314
477	0.4320739118
478	0.4317454659
479	0.4316051783
480	0.4314186152
481	0.4312889556
482	0.4311782589
483	0.4310199704
484	0.4307410832
485	0.4306534081
486	0.430497282
487	0.4304369977
488	0.4303301204
489	0.4303178017
490	0.4301119143
491	0.4300252071
492	0.4300095939
493	0.4297157856
494	0.4296536719
495	0.4291094527
496	0.4290263125
497	0.4288584525
498	0.4287183729
499	0.4286610263
500	0.4284747855
501	0.4280864077
502	0.4279719099
503	0.4279279449
504	0.4278100817
505	0.4276439164
506	0.4275395251
507	0.4273982463
508	0.4273974683
509	0.4271045117
510	0.4269042202
511	0.4268906549
512	0.4267090931
513	0.4263969982
514	0.4262068868
515	0.4259780954
516	0.4257088085
517	0.4253004096
518	0.4252187737
519	0.4250563505
520	0.4249931814
521	0.4248351406
522	0.4247030357
523	0.4245486091
524	0.4244396399
525	0.4243768078
526	0.4243486885
527	0.4242255855
528	0.424162343
529	0.4241094888
530	0.4239852652
531	0.4237507777
532	0.4233898526
533	0.4231702061
534	0.4228836054
535	0.4228027629
536	0.4227185749
537	0.4227012947
538	0.4224122315
539	0.422320029
540	0.4222021529
541	0.4220273171
542	0.4219119139
543	0.4217731342
544	0.4213567623
545	0.4209691557
546	0.4208357186
547	0.4206769826
548	0.4206024755
549	0.4204316964
550	0.4202334503
551	0.4200055861
552	0.4199450473
553	0.4198167237
554	0.4197070672
555	0.4194358878
556	0.4192581338
557	0.4190532607
558	0.4189496995
559	0.418784113
560	0.4185768506
561	0.4185092153
562	0.4183895234
563	0.4180094745
564	0.4177847175
565	0.4176540786
566	0.4174517101
567	0.4173335619
568	0.4171569195
569	0.417068984
570	0.4167951139
571	0.4167300894
572	0.4165986569
573	0.4163013522
574	0.4162173741
575	0.4160927955
576	0.4160085778
577	0.4158898067
578	0.4157838447
579	0.4156595205
580	0.4154757144
581	0.415382986
582	0.4152746624
583	0.4152024598
584	0.4151190282
585	0.4149466154
586	0.4147770972
587	0.41444055
588	0.414194611
589	0.4140589613
590	0.4138807292
591	0.4137577733
592	0.413554155
593	0.4133649257
594	0.4132754207
595	0.413106418
596	0.4130105372
597	0.4128514826
598	0.41270696
599	0.4125861714
600	0.4124152866
601	0.4120724585
602	0.4120049396
603	0.4119013674
604	0.411717894
605	0.4114302395
606	0.4111604096
607	0.4110540195
608	0.4109053161
609	0.4107287445
610	0.4104359478
611	0.4102206476
612	0.4098654293
613	0.4097158362
614	0.4095475295
615	0.4093933915
616	0.4092805447
617	0.4091211951
618	0.4090480932
619	0.4089215738
620	0.4087864762
621	0.4086529267
622	0.4085533753
623	0.4083990257
624	0.4083320926
625	0.4082025109
626	0.4080495373
627	0.4079222955
628	0.4077464289
629	0.4076279763
630	0.4075228672
631	0.4074412383
632	0.4073795441
633	0.4072402419
634	0.4069625628
635	0.406865223
636	0.4066897864
637	0.4065369497
638	0.4064663942
639	0.4062437878
640	0.4061582326
641	0.4060920537
642	0.405975055
643	0.4056643675
644	0.4054574559
645	0.4050930643
646	0.4049394999
647	0.4047498712
648	0.404535254
649	0.404362909
650	0.4042204184
651	0.4041152718
652	0.4039562497
653	0.4038267517
654	0.4037760293
655	0.4036331011
656	0.4034535242
657	0.4032606547
658	0.4031545589
659	0.4030314767
660	0.4029092293
661	0.4028103939
662	0.4025904916
663	0.4024288032
664	0.4023403455
665	0.4022818576
666	0.4019604646
667	0.4017823155
668	0.4016047107
669	0.4015511667
670	0.4014626598
671	0.4012392025
672	0.4011486008
673	0.4010298555
674	0.4008902339
675	0.4008372112
676	0.4005609606
677	0.4004432179
678	0.400171068
679	0.3999781379
680	0.399754111
681	0.3995569145
682	0.3994540345
683	0.3992521825
684	0.3990987702
685	0.3989683534
686	0.3988805963
687	0.3986267837
688	0.3984952319
689	0.3984080256
690	0.3982565883
691	0.3981357919
692	0.3979553868
693	0.3978037495
694	0.3974606316
695	0.3972974427
696	0.3970330348
697	0.3969247743
698	0.3967086504
699	0.396371645
700	0.3961704689
701	0.3960940548
702	0.395788031
703	0.3957435463
704	0.3955814631
705	0.3953205152
706	0.3952524962
707	0.3951796308
708	0.395050471
709	0.3949507895
710	0.3946512753
711	0.3944233204
712	0.3940158101
713	0.3938315869
714	0.3937450695
715	0.3936103646
716	0.3935108572
717	0.3932696271
718	0.3931461771
719	0.3930548235
720	0.3929432545
721	0.3926688379
722	0.3924032286
723	0.3922138638
724	0.3921340984
725	0.3920337205
726	0.391746561
727	0.391476201
728	0.3912305206
729	0.3911283064
730	0.3909849869
731	0.3909043534
732	0.3907741633
733	0.3905912441
734	0.3905286753
735	0.3902956717
736	0.3900809905
737	0.3898297997
738	0.3896442455
739	0.3895685159
740	0.3894944678
741	0.3894475117
742	0.3893562797
743	0.3890306407
744	0.3889515953
745	0.3888588501
746	0.3886605089
747	0.3884890936
748	0.3883391275
749	0.3882614462
750	0.388177839
751	0.3880988583
752	0.3877351008
753	0.3876524054
754	0.3874569557
755	0.3872805689
756	0.3872149813
757	0.3870732683
758	0.3869656425
759	0.3868177404
760	0.3864146113
761	0.3862999385
762	0.3861491003
763	0.3858560501
764	0.3856443186
765	0.3854222558
766	0.3853405865
767	0.385237947
768	0.3851345742
769	0.3850292998
770	0.384877406
771	0.3846162415
772	0.3845346271
773	0.3843290334
774	0.3840485689
775	0.3836881516
776	0.3834676202
777	0.3833409594
778	0.3831147206
779	0.382974216
780	0.382854883
781	0.3825832892
782	0.3825271125
783	0.3824346072
784	0.3823696364
785	0.3822531317
786	0.3819963687
787	0.3816861502
788	0.3815554599
789	0.3814575443
790	0.3813345614
791	0.3811382773
792	0.3809351428
793	0.3807839486
794	0.3807458391
795	0.3804190997
796	0.3802325285
797	0.3800393668
798	0.3798819396
799	0.3797988155
800	0.3797495832
801	0.37957921
802	0.3792870269
803	0.3792004597
804	0.3790815959
805	0.3790047918
806	0.3788946328
807	0.3788260017
808	0.3787240838
809	0.3786991138
810	0.3786242819
811	0.3782889583
812	0.3781349644
813	0.3779511927
814	0.3778027412
815	0.3776365622
816	0.3774932676
817	0.37735661
818	0.3772100026
819	0.3770534389
820	0.3770314833
821	0.3768742703
822	0.3763477047
823	0.3762376177
824	0.3759469775
825	0.3757884303
826	0.3757251461
827	0.3752566885
828	0.3749023258
829	0.3747690246
830	0.3746321917
831	0.3743288681
832	0.3742983517
833	0.3742213863
834	0.3738002313
835	0.3736561147
836	0.3735298644
837	0.3734633721
838	0.3732114988
839	0.3729424213
840	0.372790561
841	0.3726622471
842	0.3724183217
843	0.3723251833
844	0.3720181037
845	0.3718646487
846	0.3715630379
847	0.3712363423
848	0.3711365452
849	0.3710366063
850	0.370937805
851	0.3708605104
852	0.3706004221
853	0.3702926019
854	0.3700584421
855	0.3698258841
856	0.369466105
857	0.3693288424
858	0.3689809044
859	0.368677439
860	0.368647322
861	0.368486501
862	0.3684286577
863	0.3683202157
864	0.3679894805
865	0.3678824067
866	0.3675958052
867	0.3672809453
868	0.3669185636
869	0.3668413315
870	0.3667030041
871	0.3665749747
872	0.3663950932
873	0.3662176195
874	0.3661386558
875	0.3660333233
876	0.3657958847
877	0.3657588953
878	0.3655963417
879	0.3653357824
880	0.365180451
881	0.3650562055
882	0.3648401858
883	0.3647180354
884	0.3645863321
885	0.3644039197
886	0.3642642523
887	0.3641686793
888	0.3637261083
889	0.3636356839
890	0.3635040066
891	0.3632374545
892	0.3630879573
893	0.3629153052
894	0.3628205141
895	0.3627619229
896	0.3625298571
897	0.3624485185
898	0.3623699953
899	0.3622961202
900	0.3621335946
901	0.3618356537
902	0.3617252212
903	0.3615339426
904	0.3613353868
905	0.3612758086
906	0.3610758581
907	0.3609120753
908	0.3607511238
909	0.3606203975
910	0.3604294976
911	0.3603754592
912	0.3601054289
913	0.3599303332
914	0.359829109
915	0.3596705481
916	0.359504111
917	0.359353952
918	0.3591075617
919	0.3589610579
920	0.3587800748
921	0.3587108373
922	0.3586728053
923	0.358532029
924	0.3584499129
925	0.358348383
926	0.3582425472
927	0.3581645405
928	0.3580855723
929	0.3577832266
930	0.3575716856
931	0.3573846333
932	0.357249332
933	0.3571725092
934	0.356935985
935	0.3567062838
936	0.356652549
937	0.3565505162
938	0.3563835036
939	0.3559693486
940	0.3557064686
941	0.3555721837
942	0.3555084698
943	0.3554020356
944	0.3552475049
945	0.3551223574
946	0.3550071028
947	0.3549030582
948	0.3547832399
949	0.3545686302
950	0.3543356748
951	0.3541401482
952	0.3540399168
953	0.3537490455
954	0.3535635822
955	0.3533332482
956	0.3531773188
957	0.3530614515
958	0.3528517326
959	0.3526826827
960	0.3525272951
961	0.3523359538
962	0.3522217167
963	0.3520980787
964	0.3518333286
965	0.3516774591
966	0.3515666102
967	0.3514282641
968	0.3513322995
969	0.3511507192
970	0.3508551113
971	0.35072462
972	0.3505448113
973	0.3505010861
974	0.3503257965
975	0.3500825733
976	0.3499713206
977	0.3498898096
978	0.3498253807
979	0.3497343128
980	0.3495702156
981	0.3495240416
982	0.3494493504
983	0.3493432953
984	0.3490700491
985	0.3490395429
986	0.3489713968
987	0.3488143837
988	0.3486944466
989	0.3486561254
990	0.348349391
991	0.3481878541
992	0.3481022681
993	0.3480227109
994	0.3479157964
995	0.3477370417
996	0.3476784183
997	0.3475633592
998	0.3472762195
999	0.3471461779
