iter	Passed	Remaining
204	1311	1887
205	1316	1878
206	1321	1869
207	1325	1860
208	1330	1852
209	1340	1851
210	1352	1851
211	1358	1845
212	1362	1835
213	1367	1827
214	1373	1821
215	1378	1812
216	1382	1803
217	1389	1797
218	1394	1788
219	1398	1780
220	1404	1773
221	1409	1765
222	1414	1757
223	1420	1750
224	1425	1742
225	1430	1733
226	1435	1726
227	1441	1719
228	1449	1715
229	1455	1709
230	1460	1700
231	1465	1692
232	1472	1686
233	1477	1679
234	1484	1673
235	1489	1666
236	1496	1660
237	1507	1659
238	1518	1658
239	1530	1657
240	1540	1655
241	1551	1653
242	1558	1648
243	1562	1639
244	1569	1633
245	1579	1630
246	1585	1623
247	1589	1615
248	1593	1606
249	1598	1598
250	1603	1590
251	1608	1582
252	1612	1574
253	1618	1567
254	1622	1559
255	1627	1551
256	1632	1543
257	1637	1535
258	1641	1527
259	1648	1521
260	1652	1513
261	1657	1505
262	1662	1497
263	1667	1490
264	1671	1482
265	1675	1473
266	1681	1467
267	1686	1460
268	1690	1451
269	1696	1444
270	1700	1436
271	1708	1432
272	1714	1425
273	1719	1418
274	1724	1410
275	1728	1403
276	1733	1395
277	1738	1388
278	1743	1381
279	1748	1373
280	1753	1366
281	1758	1359
282	1763	1352
283	1768	1344
284	1772	1337
285	1778	1330
286	1783	1323
287	1788	1316
288	1792	1308
289	1797	1301
290	1802	1294
291	1807	1287
292	1812	1280
293	1816	1273
294	1821	1265
295	1825	1258
296	1830	1250
297	1834	1243
298	1839	1236
299	1843	1229
300	1848	1221
301	1852	1214
302	1858	1208
303	1862	1201
304	1867	1193
305	1873	1188
306	1879	1181
307	1883	1173
308	1887	1166
309	1892	1159
310	1896	1152
311	1901	1145
312	1907	1139
313	1912	1132
314	1916	1125
315	1921	1118
316	1926	1111
317	1930	1104
318	1935	1098
319	1942	1092
320	1947	1085
321	1952	1079
322	1958	1073
323	1970	1070
324	1981	1067
325	1990	1062
326	1999	1058
327	2005	1051
328	2011	1045
329	2015	1038
330	2019	1031
331	2023	1024
332	2028	1017
333	2032	1010
334	2038	1004
335	2043	997
336	2047	990
337	2051	983
338	2056	976
339	2060	969
340	2066	963
341	2070	956
342	2076	950
343	2080	943
344	2085	936
345	2090	930
346	2094	923
347	2101	917
348	2105	910
349	2110	904
350	2114	897
351	2119	891
352	2124	884
353	2129	878
354	2135	872
355	2139	865
356	2144	859
357	2149	852
358	2153	845
359	2158	839
360	2165	833
361	2169	826
362	2173	820
363	2178	813
364	2183	807
365	2188	801
366	2193	795
367	2200	789
368	2205	783
369	2210	776
370	2214	770
371	2219	763
372	2224	757
373	2230	751
374	2235	745
375	2240	738
376	2245	732
377	2249	726
378	2254	719
379	2259	713
380	2264	707
381	2269	701
382	2273	694
383	2279	688
384	2284	682
385	2288	675
386	2293	669
387	2298	663
388	2302	657
389	2308	651
390	2314	645
391	2319	639
392	2324	632
393	2329	626
394	2333	620
395	2338	614
396	2343	608
397	2348	601
398	2355	596
399	2367	591
400	2373	586
401	2378	579
402	2383	573
403	2388	567
404	2395	562
405	2400	555
406	2406	549
407	2411	543
408	2418	538
409	2426	532
410	2431	526
411	2440	521
412	2445	515
413	2450	508
414	2456	503
415	2462	497
416	2466	490
417	2472	484
418	2477	478
419	2482	472
420	2488	466
421	2494	460
422	2498	454
423	2504	448
424	2509	442
425	2514	436
426	2521	431
427	2526	425
428	2532	419
429	2541	413
430	2546	407
431	2552	401
432	2557	395
433	2562	389
434	2566	383
435	2573	377
436	2578	371
437	2584	365
438	2589	359
439	2594	353
440	2598	347
441	2603	341
442	2609	335
443	2614	329
444	2620	323
445	2625	317
446	2630	311
447	2635	305
448	2640	299
449	2649	294
450	2655	288
451	2660	282
452	2673	277
453	2687	272
454	2701	267
455	2716	262
456	2726	256
457	2731	250
458	2737	244
459	2741	238
460	2746	232
461	2751	226
462	2756	220
463	2762	214
464	2767	208
465	2772	202
466	2782	196
467	2787	190
468	2792	184
469	2797	178
470	2802	172
471	2807	166
472	2813	160
473	2818	154
474	2824	148
475	2832	142
476	2845	137
477	2850	131
478	2857	125
479	2864	119
480	2869	113
481	2873	107
482	2884	101
483	2890	95
484	2895	89
485	2901	83
486	2906	77
487	2913	71
488	2917	65
489	2922	59
490	2927	53
491	2932	47
492	2938	41
493	2944	35
494	2950	29
495	2954	23
496	2959	17
497	2965	11
498	2970	5
499	2976	0
