iter	F1	Logloss
92	0.6903365236	0.5999631995
93	0.6898186315	0.5994186211
94	0.6895627063	0.5988379784
95	0.68942754	0.5982884143
96	0.6888797194	0.5977530743
97	0.6900247321	0.597169892
98	0.6892783505	0.5965374891
99	0.6890652376	0.5959762152
100	0.6903312352	0.595283477
101	0.6916426513	0.5946231128
102	0.6909053456	0.5940565626
103	0.6912385463	0.5934182397
104	0.6914368053	0.5929239866
105	0.6925845932	0.5920310204
106	0.6923788954	0.5914116361
107	0.6934291581	0.5907976507
108	0.6932786044	0.5902368528
109	0.6932238193	0.58973448
110	0.693341541	0.5891842384
111	0.6925287356	0.5884812774
112	0.6921971253	0.5879264616
113	0.6923392894	0.587366445
114	0.6922839823	0.5870208954
115	0.6924656128	0.5863735208
116	0.6923472008	0.5858744142
117	0.6923709644	0.5855321882
118	0.6932812018	0.5849248219
119	0.693764149	0.5843598705
120	0.693059126	0.5836958297
121	0.6939952621	0.5831725104
122	0.6945503245	0.5828057905
123	0.6941297631	0.5823551593
124	0.6944444444	0.5818317538
125	0.6968008256	0.5811665868
126	0.6971452213	0.5806974877
127	0.6976215098	0.580251701
128	0.6972420205	0.5796545223
129	0.6977754785	0.5791748252
130	0.6972989755	0.5786983609
131	0.6971357667	0.5781929341
132	0.6980643826	0.577729222
133	0.698705334	0.5772199095
134	0.6989648033	0.5766770632
135	0.699410609	0.5761701964
136	0.701973001	0.5757534878
137	0.7020128657	0.575097101
138	0.7022425249	0.5746027646
139	0.702534275	0.5742147693
140	0.7024948025	0.5738177508
141	0.7028262677	0.5733247117
142	0.703219107	0.5728319184
143	0.7038769359	0.5723483336
144	0.7044534413	0.5717953869
145	0.7041727216	0.5713462427
146	0.7040149393	0.5709106781
147	0.7044794691	0.5705741645
148	0.7043685794	0.5701074248
149	0.7044324772	0.5696261457
150	0.7049554219	0.5692289407
151	0.7056505962	0.5688682284
152	0.7058213137	0.5684296297
153	0.706662522	0.5678929312
154	0.7070162711	0.5675104465
155	0.7070037298	0.5670853819
156	0.7070644293	0.5666131613
157	0.7067232985	0.5662041661
158	0.7069304879	0.5657617242
159	0.7072361601	0.5653775266
160	0.7070895522	0.5649052291
161	0.7075393538	0.5645270239
162	0.7075902115	0.5641671809
163	0.7078581796	0.5637123148
164	0.7079187396	0.5633777126
165	0.7082340756	0.5628521523
166	0.7083937824	0.5624953306
167	0.7091757387	0.5620210235
168	0.709724238	0.5616147325
169	0.710968277	0.5611942151
170	0.7099450379	0.5608178317
171	0.7096506686	0.5603050819
172	0.709904683	0.5598980469
173	0.7099782406	0.5595721935
174	0.7102125454	0.5592495321
175	0.7114386548	0.5587242883
176	0.7115723923	0.5583364825
177	0.7124196558	0.5578683885
178	0.7125388601	0.5574779434
179	0.7126722619	0.5570938001
180	0.7130416753	0.5567461895
181	0.7119030353	0.5563787117
182	0.7118116769	0.5559220928
183	0.7120049762	0.5554862001
184	0.7118573798	0.555094588
185	0.7118573798	0.5547623212
186	0.7125531253	0.5542569969
187	0.7131895479	0.5539399098
188	0.714226462	0.5534746895
189	0.7139004149	0.5531479224
190	0.71578292	0.5527284495
191	0.7164798672	0.5521840654
192	0.7156801661	0.5518979004
193	0.7158572022	0.5514603026
194	0.7165231822	0.5510254034
195	0.7156781418	0.5506596805
196	0.7155449549	0.550352847
197	0.716715056	0.5501182155
198	0.7172470978	0.54979325
199	0.717959353	0.5495318581
200	0.7178264026	0.5490882761
201	0.7173529717	0.5487066712
202	0.7171612368	0.5484286511
203	0.7176079734	0.547996643
204	0.7177410983	0.5475479863
205	0.7179912845	0.5471339151
206	0.7183639572	0.5467632329
207	0.7188634242	0.5463953958
208	0.7186721992	0.5461176041
209	0.7193528314	0.5457059971
210	0.7194856372	0.5453104726
211	0.7208290155	0.5449211472
212	0.7206721294	0.5445774483
213	0.7215596806	0.5442654485
214	0.7221646278	0.5439826562
215	0.7229365409	0.5435320357
216	0.7228266501	0.5432037921
217	0.7228840775	0.5429631945
218	0.7230737365	0.5425816795
219	0.7234703385	0.5423457261
220	0.7234703385	0.5420502953
221	0.7240700446	0.5416232548
222	0.7241272143	0.5412952821
223	0.7241272143	0.5410040691
224	0.7243164872	0.5405432194
225	0.7244485865	0.5402690866
226	0.7243556568	0.5399169553
227	0.7244665424	0.5396867464
228	0.7243344038	0.5394542659
229	0.7244094488	0.5392006456
230	0.724445366	0.5389203053
231	0.7242951907	0.5386386264
232	0.7243702706	0.5383475157
233	0.723973455	0.5381514877
234	0.725331675	0.5377700849
235	0.7249170813	0.5374628909
236	0.7256325176	0.5370314942
237	0.725217752	0.536775997
238	0.7253499222	0.5364627812
239	0.7258214989	0.5361501569
240	0.7270091135	0.5357996006
241	0.7269338304	0.5355404571
242	0.7269903717	0.5352786091
243	0.7267833109	0.534999254
244	0.7264443984	0.5347098065
245	0.7265762501	0.5344429105
246	0.7263887452	0.5341250634
247	0.7262766177	0.5338270247
248	0.7267652228	0.5336109602
249	0.7272539289	0.5334396632
250	0.72755482	0.5331122325
251	0.7274231923	0.5326697244
252	0.7275737196	0.5324180846
253	0.7281573499	0.5320256701
254	0.728288997	0.5315348114
255	0.7285891601	0.5311839186
256	0.7294166322	0.530924417
257	0.729528536	0.5305880757
258	0.7298695922	0.5303248503
259	0.7298695922	0.5299701832
260	0.7302441043	0.5296730698
261	0.7298862461	0.5293747021
262	0.7300734002	0.5291410333
263	0.7303359173	0.5287311293
264	0.7305228353	0.5285147984
265	0.7310273619	0.5281477288
266	0.7313849014	0.5278967535
267	0.7312338668	0.5275958684
268	0.731964083	0.527288253
269	0.7319991747	0.5269912366
270	0.7318078747	0.5266602607
271	0.7325018039	0.5262502252
272	0.7321042332	0.5259423171
273	0.732818135	0.5256736163
274	0.7333951189	0.5254614998
275	0.7339581831	0.5252475575
276	0.7339449541	0.5248537585
277	0.7339997939	0.5246100416
278	0.7345087122	0.5242517907
279	0.7343025054	0.5240133404
280	0.7343234323	0.5237349143
281	0.7343782223	0.5233683565
282	0.7345844504	0.5230719348
283	0.7340962986	0.5228072475
284	0.7350092726	0.5225184527
285	0.7349881553	0.5223104276
286	0.7352910871	0.5219482807
287	0.7351518271	0.5215894193
288	0.7352063394	0.5212991498
289	0.7354121642	0.5210400738
290	0.7356061386	0.5206630924
291	0.7355516637	0.5205209747
292	0.7356061386	0.5202921669
293	0.7354546391	0.5200551238
294	0.7356392835	0.5197071129
295	0.7359752959	0.5193540557
296	0.7362569487	0.5191497273
297	0.7353032019	0.5188773892
298	0.7357150211	0.5186092275
299	0.7358995471	0.5183669298
300	0.7358995471	0.5180282799
301	0.736961218	0.5177877953
302	0.736961218	0.517618849
303	0.7374267201	0.5173372411
304	0.7376863753	0.5170103115
305	0.7378161629	0.5168255059
306	0.7377942235	0.5165936614
307	0.7377942235	0.5163852601
308	0.7381074694	0.5160803663
309	0.7384109364	0.5158408135
310	0.7385721623	0.5155883985
311	0.7389830508	0.5153429369
312	0.7393852164	0.514980503
313	0.7390276493	0.5148490352
314	0.7395597614	0.5146186931
315	0.739886773	0.5143857449
316	0.7397654804	0.5142085491
317	0.7399034015	0.5138934405
318	0.7398499332	0.5136907566
319	0.7398499332	0.513435231
320	0.7394163584	0.5132289428
321	0.7397203947	0.513028795
322	0.7400020561	0.5127530882
323	0.7400555042	0.5125307071
324	0.7403678208	0.5123071862
325	0.7406798809	0.5120213597
326	0.7409613804	0.5117970437
327	0.7413492145	0.5115065266
328	0.7409156231	0.5111431386
329	0.7415845649	0.5108207098
330	0.7415384615	0.5105493972
331	0.7415914684	0.5103002289
332	0.7419255614	0.5100143067
333	0.7419784726	0.5098159315
334	0.7421306265	0.509608027
335	0.7421602787	0.5093955947
336	0.7429039861	0.509171278
337	0.7430093209	0.5089314285
338	0.7431615613	0.5087507149
339	0.7431615613	0.5086186425
340	0.7431089251	0.5083882396
341	0.743061956	0.5080931394
342	0.7428044658	0.5078838592
343	0.743419031	0.5076238987
344	0.7431089251	0.5073232847
345	0.7430327869	0.5070550773
346	0.7433664584	0.5068748138
347	0.7435477263	0.5066696831
348	0.7436238861	0.5063126536
349	0.7436238861	0.5060727864
350	0.7435477263	0.5058927474
351	0.7435477263	0.5056624261
352	0.7439573945	0.5053995366
353	0.7443193449	0.5051267087
354	0.7445479676	0.504960409
355	0.7445240532	0.5047672775
356	0.7447244417	0.5045220826
357	0.7447767308	0.5043107247
358	0.7450578716	0.504110689
359	0.7452105317	0.5039293621
360	0.7459813658	0.5036864726
361	0.746546608	0.5034312068
362	0.7467784823	0.5031769219
363	0.7470347648	0.5029684701
364	0.7474189921	0.5027293329
365	0.7475986103	0.5024883888
366	0.7477514309	0.5023006035
367	0.7476998569	0.5020108321
368	0.7474437628	0.5018111611
369	0.7480572597	0.5015568597
370	0.748133756	0.5013249149
371	0.7485942133	0.5010224788
372	0.7485176855	0.5008161607
373	0.7485942133	0.5005774457
374	0.7485942133	0.5002792918
375	0.7488491049	0.5000561183
376	0.7483369154	0.4997568056
377	0.7486948511	0.4995604692
378	0.7489509774	0.4993279039
379	0.7490276356	0.4991691955
380	0.7494116443	0.499019411
381	0.7494629156	0.4987699969
382	0.7494629156	0.4984877875
383	0.7504348716	0.4981387844
384	0.7509711715	0.4978978491
385	0.7512524282	0.4976184368
386	0.7508944087	0.4974630873
387	0.7510479501	0.4973383894
388	0.7513541134	0.4971447166
389	0.7515324888	0.4968450745
390	0.7517614623	0.4965850047
391	0.7518889116	0.4963740071
392	0.7519656898	0.4960838329
393	0.7519656898	0.4959293858
394	0.7521437321	0.4957622295
395	0.7525541479	0.4954297984
396	0.7524772704	0.4951310219
397	0.7528089888	0.4949669769
398	0.7524509804	0.4947796249
399	0.7529363701	0.4945450673
400	0.7533952823	0.4943049096
401	0.753421859	0.4941143343
402	0.7537031362	0.4939831788
403	0.7538335719	0.4937156957
404	0.7538838921	0.4935848633
405	0.7540112417	0.4934192895
406	0.7541117581	0.4932379705
407	0.754570524	0.4931065792
408	0.75500613	0.4928291125
409	0.7552104618	0.4926722703
410	0.7556690501	0.4925007468
411	0.754724691	0.4922336872
412	0.754724691	0.4921112323
413	0.7548017981	0.4918912464
414	0.7548017981	0.4917115892
415	0.7550291024	0.4914874988
416	0.7553104575	0.491282804
417	0.7555646314	0.4910521047
418	0.7553332653	0.4908528739
419	0.7555646314	0.4906298747
420	0.7557914073	0.4904004677
421	0.7560726679	0.4902597581
422	0.7559456977	0.4901609998
423	0.7561996122	0.4900002856
424	0.7563265306	0.4896769794
425	0.7563265306	0.489436441
426	0.756122449	0.48924101
427	0.7564311964	0.4890160971
428	0.7564809145	0.4888857107
429	0.7564534231	0.4886989945
430	0.7563762497	0.4884524415
431	0.7571982847	0.4880628896
432	0.7578882876	0.4879592864
433	0.7579162411	0.4877605962
434	0.7583248212	0.4874976238
435	0.7583460949	0.4873831052
436	0.7583460949	0.4871875844
437	0.7587334014	0.4869804639
438	0.7586559085	0.4868414658
439	0.7590361446	0.4866361583
440	0.759085341	0.4864123622
441	0.7591345172	0.4862123026
442	0.7594936709	0.4859331231
443	0.7593178801	0.4857205695
444	0.7595712098	0.4855758478
445	0.7593386405	0.4854497927
446	0.759085341	0.4850981477
447	0.7590361446	0.4848250041
448	0.7590078595	0.4846065807
449	0.759085341	0.4844143513
450	0.7593386405	0.4842202546
451	0.759669354	0.4840348836
452	0.7597183961	0.4837772879
453	0.7600203978	0.4836547682
454	0.7601957586	0.4833513612
455	0.7605260475	0.4831632263
456	0.7602243753	0.4829559998
457	0.7607299419	0.4826632925
458	0.7609626759	0.4824194777
459	0.7608075041	0.4822383246
460	0.7605547624	0.4819696731
461	0.7605547624	0.4817188361
462	0.7607587192	0.4815987687
463	0.7607587192	0.4813076657
464	0.7606035889	0.4812315902
465	0.761089018	0.4811293317
466	0.7614192496	0.4808959212
467	0.7615745462	0.4806919331
468	0.7615455194	0.480499111
469	0.7616717635	0.4803396036
470	0.7617979819	0.4801464931
471	0.7620018347	0.4799367273
472	0.7619241745	0.4797803406
473	0.7617689016	0.4796109068
474	0.7620988283	0.4793842614
475	0.7621764826	0.4791777641
476	0.7623802731	0.4790197856
477	0.7627395026	0.4788971942
478	0.7624872579	0.4787586067
479	0.7627878541	0.4785771134
480	0.7628655865	0.478398194
481	0.7627688857	0.4782466543
482	0.7626427406	0.4780181153
483	0.7630800612	0.477729116
484	0.7632062003	0.4775662131
485	0.7630800612	0.4773287488
486	0.7635844632	0.4770037135
487	0.7634288044	0.4768189794
488	0.7636326572	0.4765978226
489	0.7637771213	0.4763715642
490	0.7638252368	0.4760889128
491	0.7638733327	0.4758954461
492	0.7645023407	0.4756463687
493	0.764909424	0.4754331867
494	0.7645801527	0.4752555282
495	0.7653165072	0.4749889082
496	0.7654120041	0.4747749689
497	0.7654120041	0.4745550083
498	0.7657886708	0.4744127262
499	0.7658189217	0.4742406494
